"item","state","urbanRural","centre","date","volatilityRank","position","column","position1","position2"
"Cement Dangote","Sokoto","Urban","Sokoto",2011-12-01,3,4,1,0,1
"Cement Dangote","Sokoto","Urban","Sokoto",2012-06-01,1,25,1,0,11
"Cement Dangote","Sokoto","Urban","Sokoto",2012-12-01,1,24,1,0,10
"Cement Dangote","Sokoto","Rural","Tangaza",2010-06-01,5,22,1,0,10
"Cement Dangote","Sokoto","Rural","Tangaza",2010-12-01,5,22,1,0,10
"Cement Dangote","Sokoto","Rural","Tangaza",2011-06-01,1,21,1,0,10
"Cement Dangote","Sokoto","Rural","Tangaza",2011-12-01,2,22,1,0,10
"Cement Dangote","Sokoto","Rural","Tangaza",2012-06-01,1,26,1,0,12
"Cement Dangote","Sokoto","Rural","Tangaza",2012-12-01,1,25,1,0,11
"Cement Dangote","Sokoto","Rural","Tureta mkt",2010-06-01,5,23,1,0,11
"Cement Dangote","Sokoto","Rural","Tureta mkt",2010-12-01,5,23,1,0,11
"Cement Dangote","Sokoto","Rural","Tureta mkt",2011-06-01,1,22,1,0,11
"Cement Dangote","Sokoto","Rural","Tureta mkt",2011-12-01,2,23,1,0,11
"Cement Dangote","Sokoto","Rural","Tureta mkt",2012-06-01,1,27,1,0,13
"Cement Dangote","Sokoto","Rural","Tureta mkt",2012-12-01,1,26,1,0,12
"Cement Dangote","Sokoto","Urban","Wumo",2010-06-01,4,5,1,0,2
"Cement Dangote","Sokoto","Urban","Wumo",2010-12-01,4,5,1,0,2
"Cement Dangote","Sokoto","Urban","Wumo",2011-06-01,4,5,1,0,2
"Cement Dangote","Sokoto","Urban","Wumo",2011-12-01,3,5,1,0,2
"Cement Dangote","Sokoto","Urban","Wumo",2012-06-01,1,28,1,0,14
"Cement Dangote","Sokoto","Urban","Wumo",2012-12-01,1,27,1,0,13
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2010-06-01,5,1,0,1,0
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2010-12-01,5,1,0,1,0
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2011-06-01,5,1,0,1,0
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2011-12-01,2,1,0,1,0
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2012-06-01,3,1,0,1,0
"Cement Dangote","Zamfara","Rural","Alh. Samaila-Gusau",2012-12-01,3,1,0,1,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2010-06-01,5,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2010-12-01,5,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2011-06-01,5,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2011-12-01,2,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2012-06-01,3,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bakura mkt Bakura LGA",2012-12-01,3,2,0,2,0
"Cement Dangote","Zamfara","Rural","Bilbis",2010-06-01,5,3,0,3,0
"Cement Dangote","Zamfara","Rural","Bilbis",2010-12-01,5,3,0,3,0
"Cement Dangote","Zamfara","Rural","Bilbis",2011-06-01,5,3,0,3,0
"Cement Dangote","Zamfara","Rural","Bilbis",2011-12-01,2,3,0,3,0
"Cement Dangote","Zamfara","Rural","Bilbis",2012-06-01,3,3,0,3,0
"Cement Dangote","Zamfara","Rural","Bilbis",2012-12-01,3,3,0,3,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2010-06-01,5,4,0,4,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2010-12-01,5,4,0,4,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2011-06-01,5,4,0,4,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2011-12-01,2,4,0,4,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2012-06-01,3,4,0,4,0
"Cement Dangote","Zamfara","Rural","Daki Takwas",2012-12-01,3,4,0,4,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2010-06-01,5,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2010-12-01,5,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2011-06-01,5,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2011-12-01,2,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2012-06-01,3,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dakko-Bakura",2012-12-01,3,5,0,5,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2010-06-01,5,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2010-12-01,5,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2011-06-01,5,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2011-12-01,2,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2012-06-01,3,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dan Gulbi",2012-12-01,3,6,0,6,0
"Cement Dangote","Zamfara","Rural","Dauran",2010-06-01,5,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dauran",2010-12-01,5,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dauran",2011-06-01,5,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dauran",2011-12-01,2,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dauran",2012-06-01,3,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dauran",2012-12-01,3,7,0,7,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2010-06-01,5,8,0,8,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2010-12-01,5,8,0,8,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2011-06-01,5,8,0,8,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2011-12-01,2,8,0,8,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2012-06-01,3,8,0,8,0
"Cement Dangote","Zamfara","Rural","Dunburun-Zurmi",2012-12-01,3,8,0,8,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2010-06-01,5,9,0,9,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2010-12-01,5,9,0,9,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2011-06-01,5,9,0,9,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2011-12-01,2,9,0,9,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2012-06-01,3,9,0,9,0
"Cement Dangote","Zamfara","Rural","F.G.D Wada-Tsafe",2012-12-01,3,9,0,9,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2010-06-01,5,10,0,10,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2010-12-01,5,10,0,10,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2011-06-01,5,10,0,10,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2011-12-01,2,10,0,10,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2012-06-01,3,10,0,10,0
"Cement Dangote","Zamfara","Rural","Fada Mamman-Bungudu",2012-12-01,3,10,0,10,0
"Cement Dangote","Zamfara","Rural","Faru",2010-06-01,5,11,0,11,0
"Cement Dangote","Zamfara","Rural","Faru",2010-12-01,5,11,0,11,0
"Cement Dangote","Zamfara","Rural","Faru",2011-06-01,5,11,0,11,0
"Cement Dangote","Zamfara","Rural","Faru",2011-12-01,2,11,0,11,0
"Cement Dangote","Zamfara","Rural","Faru",2012-06-01,3,11,0,11,0
"Cement Dangote","Zamfara","Rural","Faru",2012-12-01,3,11,0,11,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2010-06-01,5,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2010-12-01,5,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2011-06-01,5,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2011-12-01,2,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2012-06-01,3,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gada Zaima",2012-12-01,3,12,0,12,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2010-06-01,5,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2010-12-01,5,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2011-06-01,5,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2011-12-01,2,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2012-06-01,3,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Dan Jatau-Maradun",2012-12-01,3,13,0,13,0
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2010-06-01,5,14,0,14,0
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2010-12-01,5,14,0,14,0
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2011-06-01,5,14,0,14,0
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2011-12-01,2,14,1,0,1
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2012-06-01,3,14,0,14,0
"Cement Dangote","Zamfara","Rural","Gidan Tudu-Anka",2012-12-01,3,14,0,14,0
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2010-06-01,5,15,1,0,1
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2010-12-01,5,15,1,0,1
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2011-06-01,5,15,1,0,1
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2011-12-01,2,15,1,0,2
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2012-06-01,3,15,1,0,1
"Cement Dangote","Zamfara","Rural","Giwa Barunje-Maru",2012-12-01,3,15,1,0,1
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2010-06-01,5,16,1,0,2
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2010-12-01,5,16,1,0,2
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2011-06-01,5,16,1,0,2
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2011-12-01,2,16,1,0,3
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2012-06-01,3,16,1,0,2
"Cement Dangote","Zamfara","Rural","Gusau mkt Gusau LGA",2012-12-01,3,16,1,0,2
"Cement Dangote","Zamfara","Urban","Gusau",2009-12-01,5,1,0,1,0
"Cement Dangote","Zamfara","Urban","Gusau",2010-06-01,5,17,1,0,3
"Cement Dangote","Zamfara","Urban","Gusau",2010-12-01,5,17,1,0,3
"Cement Dangote","Zamfara","Urban","Gusau",2011-06-01,5,17,1,0,3
"Cement Dangote","Zamfara","Urban","Gusau",2011-12-01,5,1,0,1,0
"Cement Dangote","Zamfara","Urban","Gusau",2012-06-01,3,17,1,0,3
"Cement Dangote","Zamfara","Urban","Gusau",2012-12-01,3,17,1,0,3
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2010-06-01,5,18,1,0,4
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2010-12-01,5,18,1,0,4
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2011-06-01,5,18,1,0,4
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2011-12-01,2,17,1,0,4
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2012-06-01,3,18,1,0,4
"Cement Dangote","Zamfara","Rural","Ibro D. Zakara",2012-12-01,3,18,1,0,4
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2009-12-01,4,1,0,1,0
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2010-06-01,5,19,1,0,5
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2010-12-01,5,19,1,0,5
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2011-06-01,5,19,1,0,5
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2011-12-01,5,2,1,0,1
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2012-06-01,3,19,1,0,5
"Cement Dangote","Zamfara","Urban","Kaura Namoda",2012-12-01,3,19,1,0,5
"Cement Dangote","Zamfara","Rural","Kaya",2010-06-01,5,20,1,0,6
"Cement Dangote","Zamfara","Rural","Kaya",2010-12-01,5,20,1,0,6
"Cement Dangote","Zamfara","Rural","Kaya",2011-06-01,5,20,1,0,6
"Cement Dangote","Zamfara","Rural","Kaya",2011-12-01,2,18,1,0,5
"Cement Dangote","Zamfara","Rural","Kaya",2012-06-01,3,20,1,0,6
"Cement Dangote","Zamfara","Rural","Kaya",2012-12-01,3,20,1,0,6
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2010-06-01,5,21,1,0,7
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2010-12-01,5,21,1,0,7
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2011-06-01,5,21,1,0,7
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2011-12-01,2,19,1,0,6
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2012-06-01,3,21,1,0,7
"Cement Dangote","Zamfara","Rural","Kurya Madarau",2012-12-01,3,21,1,0,7
"Cement Dangote","Zamfara","Rural","Magami",2010-06-01,5,22,1,0,8
"Cement Dangote","Zamfara","Rural","Magami",2010-12-01,5,22,1,0,8
"Cement Dangote","Zamfara","Rural","Magami",2011-06-01,5,22,1,0,8
"Cement Dangote","Zamfara","Rural","Magami",2011-12-01,2,20,1,0,7
"Cement Dangote","Zamfara","Rural","Magami",2012-06-01,3,22,1,0,8
"Cement Dangote","Zamfara","Rural","Magami",2012-12-01,3,22,1,0,8
"Cement Dangote","Zamfara","Rural","Mayasa",2010-06-01,5,23,1,0,9
"Cement Dangote","Zamfara","Rural","Mayasa",2010-12-01,5,23,1,0,9
"Cement Dangote","Zamfara","Rural","Mayasa",2011-06-01,5,23,1,0,9
"Cement Dangote","Zamfara","Rural","Mayasa",2011-12-01,2,21,1,0,8
"Cement Dangote","Zamfara","Rural","Mayasa",2012-06-01,3,23,1,0,9
"Cement Dangote","Zamfara","Rural","Mayasa",2012-12-01,3,23,1,0,9
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2010-06-01,5,24,1,0,10
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2010-12-01,5,24,1,0,10
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2011-06-01,5,24,1,0,10
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2011-12-01,2,22,1,0,9
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2012-06-01,3,24,1,0,10
"Cement Dangote","Zamfara","Rural","Nassarawa Godal",2012-12-01,3,24,1,0,10
"Cement Dangote","Zamfara","Rural","Rawayya",2010-06-01,5,25,1,0,11
"Cement Dangote","Zamfara","Rural","Rawayya",2010-12-01,5,25,1,0,11
"Cement Dangote","Zamfara","Rural","Rawayya",2011-06-01,5,25,1,0,11
"Cement Dangote","Zamfara","Rural","Rawayya",2011-12-01,2,23,1,0,10
"Cement Dangote","Zamfara","Rural","Rawayya",2012-06-01,3,25,1,0,11
"Cement Dangote","Zamfara","Rural","Rawayya",2012-12-01,3,25,1,0,11
"Cement Dangote","Zamfara","Rural","Talata",2010-06-01,5,26,1,0,12
"Cement Dangote","Zamfara","Rural","Talata",2010-12-01,5,26,1,0,12
"Cement Dangote","Zamfara","Rural","Talata",2011-06-01,5,26,1,0,12
"Cement Dangote","Zamfara","Rural","Talata",2011-12-01,2,24,1,0,11
"Cement Dangote","Zamfara","Rural","Talata",2012-06-01,3,26,1,0,12
"Cement Dangote","Zamfara","Rural","Talata",2012-12-01,3,26,1,0,12
"Cement Dangote","Zamfara","Rural","Wanki",2010-06-01,5,27,1,0,13
"Cement Dangote","Zamfara","Rural","Wanki",2010-12-01,5,27,1,0,13
"Cement Dangote","Zamfara","Rural","Wanki",2011-06-01,5,27,1,0,13
"Cement Dangote","Zamfara","Rural","Wanki",2011-12-01,2,25,1,0,12
"Cement Dangote","Zamfara","Rural","Wanki",2012-06-01,3,27,1,0,13
"Cement Dangote","Zamfara","Rural","Wanki",2012-12-01,3,27,1,0,13
