"item","state","centre","zoneCode","date","volMoving","xPosition"
"Drink Swan Water Bottle","Osun","Aba Alfa",1,2012-06-01,18.31,41
"Drink Swan Water Bottle","Osun","Aba Alfa",1,2012-12-01,17.25,49
"Maize White","Osun","Aba Alfa",1,2010-06-01,10.32,9
"Maize White","Osun","Aba Alfa",1,2010-12-01,14.08,17
"Maize White","Osun","Aba Alfa",1,2011-06-01,20.12,25
"Maize White","Osun","Aba Alfa",1,2011-12-01,18.43,33
"Maize White","Osun","Aba Alfa",1,2012-06-01,10.95,41
"Maize White","Osun","Aba Alfa",1,2012-12-01,17.92,49
"Maize Yellow","Osun","Aba Alfa",1,2010-06-01,11.55,9
"Maize Yellow","Osun","Aba Alfa",1,2010-12-01,13.24,17
"Maize Yellow","Osun","Aba Alfa",1,2011-06-01,20.04,25
"Maize Yellow","Osun","Aba Alfa",1,2011-12-01,18.67,33
"Maize Yellow","Osun","Aba Alfa",1,2012-06-01,10.21,41
"Maize Yellow","Osun","Aba Alfa",1,2012-12-01,21.09,49
"Rice Imported","Osun","Aba Alfa",1,2010-06-01,4.14,9
"Rice Imported","Osun","Aba Alfa",1,2010-12-01,7.07,17
"Rice Imported","Osun","Aba Alfa",1,2011-06-01,7.24,25
"Rice Imported","Osun","Aba Alfa",1,2011-12-01,6.38,33
"Rice Imported","Osun","Aba Alfa",1,2012-06-01,14.29,41
"Rice Imported","Osun","Aba Alfa",1,2012-12-01,27.14,49
"Rice Local","Osun","Aba Alfa",1,2010-06-01,7.19,9
"Rice Local","Osun","Aba Alfa",1,2010-12-01,10.65,17
"Rice Local","Osun","Aba Alfa",1,2011-06-01,12.48,25
"Rice Local","Osun","Aba Alfa",1,2011-12-01,10.46,33
"Rice Local","Osun","Aba Alfa",1,2012-06-01,11.07,41
"Rice Local","Osun","Aba Alfa",1,2012-12-01,23.51,49
"Sorghum","Osun","Aba Alfa",1,2010-06-01,5.3,9
"Sorghum","Osun","Aba Alfa",1,2010-12-01,10.14,17
"Sorghum","Osun","Aba Alfa",1,2011-06-01,15.63,25
"Sorghum","Osun","Aba Alfa",1,2011-12-01,16.37,33
"Sorghum","Osun","Aba Alfa",1,2012-06-01,11.77,41
"Sorghum","Osun","Aba Alfa",1,2012-12-01,16.15,49
"Cement Dangote","Abia","Aba ukwu amano",3,2010-06-01,3.47,11
"Cement Dangote","Abia","Aba ukwu amano",3,2010-12-01,6.79,19
"Drink Swan Water Bottle","Abia","Aba ukwu amano",3,2010-06-01,8.42,11
"Drink Swan Water Bottle","Abia","Aba ukwu amano",3,2010-12-01,13.25,19
"Maize White","Abia","Aba ukwu amano",3,2010-06-01,22.38,11
"Maize White","Abia","Aba ukwu amano",3,2010-12-01,37.8,19
"Maize Yellow","Abia","Aba ukwu amano",3,2010-06-01,22.63,11
"Maize Yellow","Abia","Aba ukwu amano",3,2010-12-01,38.77,19
"Maize Yellow","Abia","Aba ukwu amano",3,2012-12-01,30.14,51
"Rice Imported","Abia","Aba ukwu amano",3,2010-06-01,10.16,11
"Rice Imported","Abia","Aba ukwu amano",3,2010-12-01,27.7,19
"Rice Imported","Abia","Aba ukwu amano",3,2012-12-01,26.91,51
"Rice Local","Abia","Aba ukwu amano",3,2010-06-01,11.46,11
"Rice Local","Abia","Aba ukwu amano",3,2010-12-01,28.01,19
"Sorghum","Abia","Aba ukwu amano",3,2010-06-01,16.81,11
"Sorghum","Abia","Aba ukwu amano",3,2010-12-01,18.09,19
"Cement Dangote","Imo","Abajah",3,2010-06-01,4.73,11
"Cement Dangote","Imo","Abajah",3,2010-12-01,4.61,19
"Cement Dangote","Imo","Abajah",3,2011-06-01,7.27,27
"Cement Dangote","Imo","Abajah",3,2011-12-01,7.67,35
"Cement Dangote","Imo","Abajah",3,2012-06-01,4.94,43
"Cement Dangote","Imo","Abajah",3,2012-12-01,34.79,51
"Drink Swan Water Bottle","Imo","Abajah",3,2010-06-01,27.43,11
"Drink Swan Water Bottle","Imo","Abajah",3,2010-12-01,28.48,19
"Drink Swan Water Bottle","Imo","Abajah",3,2011-06-01,17.78,27
"Drink Swan Water Bottle","Imo","Abajah",3,2011-12-01,7.02,35
"Drink Swan Water Bottle","Imo","Abajah",3,2012-06-01,8.35,43
"Drink Swan Water Bottle","Imo","Abajah",3,2012-12-01,10.29,51
"Maize White","Imo","Abajah",3,2010-06-01,18.77,11
"Maize White","Imo","Abajah",3,2010-12-01,14.31,19
"Maize White","Imo","Abajah",3,2011-06-01,12.33,27
"Maize White","Imo","Abajah",3,2011-12-01,72.73,35
"Maize White","Imo","Abajah",3,2012-06-01,72.76,43
"Maize White","Imo","Abajah",3,2012-12-01,18.33,51
"Maize Yellow","Imo","Abajah",3,2010-06-01,22.02,11
"Maize Yellow","Imo","Abajah",3,2010-12-01,17.15,19
"Maize Yellow","Imo","Abajah",3,2011-06-01,13.9,27
"Maize Yellow","Imo","Abajah",3,2011-12-01,70.91,35
"Maize Yellow","Imo","Abajah",3,2012-06-01,70.01,43
"Maize Yellow","Imo","Abajah",3,2012-12-01,9.47,51
"Rice Imported","Imo","Abajah",3,2010-06-01,20.15,11
"Rice Imported","Imo","Abajah",3,2010-12-01,15.48,19
"Rice Imported","Imo","Abajah",3,2011-06-01,6.45,27
"Rice Imported","Imo","Abajah",3,2011-12-01,60.43,35
"Rice Imported","Imo","Abajah",3,2012-06-01,60.31,43
"Rice Imported","Imo","Abajah",3,2012-12-01,4.01,51
"Rice Local","Imo","Abajah",3,2010-06-01,13.58,11
"Rice Local","Imo","Abajah",3,2010-12-01,13.18,19
"Rice Local","Imo","Abajah",3,2011-06-01,26.47,27
"Rice Local","Imo","Abajah",3,2011-12-01,67.6,35
"Rice Local","Imo","Abajah",3,2012-06-01,63.69,43
"Rice Local","Imo","Abajah",3,2012-12-01,10.74,51
"Sorghum","Imo","Abajah",3,2011-06-01,7.89,27
"Sorghum","Imo","Abajah",3,2011-12-01,63.08,35
"Sorghum","Imo","Abajah",3,2012-06-01,59.37,43
"Sorghum","Imo","Abajah",3,2012-12-01,6.01,51
"Cement Dangote","FCT","Abaji market",5,2010-06-01,2.36,13
"Cement Dangote","FCT","Abaji market",5,2010-12-01,1.9,21
"Cement Dangote","FCT","Abaji market",5,2011-06-01,8.98,29
"Cement Dangote","FCT","Abaji market",5,2011-12-01,10.41,37
"Cement Dangote","FCT","Abaji market",5,2012-06-01,42.35,45
"Cement Dangote","FCT","Abaji market",5,2012-12-01,42.26,53
"Drink Swan Water Bottle","FCT","Abaji market",5,2011-06-01,2.85,29
"Drink Swan Water Bottle","FCT","Abaji market",5,2011-12-01,8.89,37
"Drink Swan Water Bottle","FCT","Abaji market",5,2012-06-01,8.91,45
"Drink Swan Water Bottle","FCT","Abaji market",5,2012-12-01,10.82,53
"Maize White","FCT","Abaji market",5,2010-06-01,10.62,13
"Maize White","FCT","Abaji market",5,2010-12-01,7.74,21
"Maize White","FCT","Abaji market",5,2011-06-01,22.88,29
"Maize White","FCT","Abaji market",5,2011-12-01,24.03,37
"Maize White","FCT","Abaji market",5,2012-06-01,20.61,45
"Maize White","FCT","Abaji market",5,2012-12-01,26.58,53
"Maize Yellow","FCT","Abaji market",5,2010-06-01,11.21,13
"Maize Yellow","FCT","Abaji market",5,2010-12-01,11.88,21
"Maize Yellow","FCT","Abaji market",5,2011-06-01,26.54,29
"Maize Yellow","FCT","Abaji market",5,2011-12-01,26.57,37
"Maize Yellow","FCT","Abaji market",5,2012-06-01,17.4,45
"Maize Yellow","FCT","Abaji market",5,2012-12-01,14.68,53
"Rice Imported","FCT","Abaji market",5,2010-06-01,25.06,13
"Rice Imported","FCT","Abaji market",5,2010-12-01,17.54,21
"Rice Imported","FCT","Abaji market",5,2011-06-01,2.5,29
"Rice Imported","FCT","Abaji market",5,2011-12-01,6.54,37
"Rice Imported","FCT","Abaji market",5,2012-06-01,8.42,45
"Rice Imported","FCT","Abaji market",5,2012-12-01,9.8,53
"Rice Local","FCT","Abaji market",5,2010-06-01,14.09,13
"Rice Local","FCT","Abaji market",5,2010-12-01,15.7,21
"Rice Local","FCT","Abaji market",5,2011-06-01,11.27,29
"Rice Local","FCT","Abaji market",5,2011-12-01,8.84,37
"Rice Local","FCT","Abaji market",5,2012-06-01,9.48,45
"Rice Local","FCT","Abaji market",5,2012-12-01,5.07,53
"Sorghum","FCT","Abaji market",5,2010-06-01,3.4,13
"Sorghum","FCT","Abaji market",5,2010-12-01,3.32,21
"Sorghum","FCT","Abaji market",5,2011-06-01,6.58,29
"Sorghum","FCT","Abaji market",5,2011-12-01,8.46,37
"Sorghum","FCT","Abaji market",5,2012-06-01,12.34,45
"Sorghum","FCT","Abaji market",5,2012-12-01,14.21,53
"Cement Dangote","FCT","Abaji-Abuja",5,2010-06-01,2.39,13
"Cement Dangote","FCT","Abaji-Abuja",5,2010-12-01,1.91,21
"Cement Dangote","FCT","Abaji-Abuja",5,2012-12-01,46.5,53
"Drink Swan Water Bottle","FCT","Abaji-Abuja",5,2012-12-01,9.27,53
"Maize White","FCT","Abaji-Abuja",5,2009-12-01,4.3,5
"Maize White","FCT","Abaji-Abuja",5,2010-06-01,8.76,13
"Maize White","FCT","Abaji-Abuja",5,2010-12-01,8.08,21
"Maize White","FCT","Abaji-Abuja",5,2012-12-01,28.78,53
"Maize Yellow","FCT","Abaji-Abuja",5,2009-12-01,3.98,5
"Maize Yellow","FCT","Abaji-Abuja",5,2010-06-01,9.12,13
"Maize Yellow","FCT","Abaji-Abuja",5,2010-12-01,11.49,21
"Maize Yellow","FCT","Abaji-Abuja",5,2012-12-01,15.12,53
"Rice Imported","FCT","Abaji-Abuja",5,2009-12-01,4.52,5
"Rice Imported","FCT","Abaji-Abuja",5,2010-06-01,23.82,13
"Rice Imported","FCT","Abaji-Abuja",5,2010-12-01,17.22,21
"Rice Imported","FCT","Abaji-Abuja",5,2012-12-01,10.32,53
"Rice Local","FCT","Abaji-Abuja",5,2009-12-01,0.1,5
"Rice Local","FCT","Abaji-Abuja",5,2010-06-01,12.84,13
"Rice Local","FCT","Abaji-Abuja",5,2010-12-01,14.9,21
"Rice Local","FCT","Abaji-Abuja",5,2012-12-01,5.47,53
"Sorghum","FCT","Abaji-Abuja",5,2009-12-01,4.85,5
"Sorghum","FCT","Abaji-Abuja",5,2010-06-01,4.26,13
"Sorghum","FCT","Abaji-Abuja",5,2010-12-01,3.35,21
"Sorghum","FCT","Abaji-Abuja",5,2012-12-01,14.84,53
"Cement Dangote","Akwa Ibom","Abak",2,2010-06-01,3.69,10
"Cement Dangote","Akwa Ibom","Abak",2,2010-12-01,7.53,18
"Cement Dangote","Akwa Ibom","Abak",2,2011-06-01,8.71,26
"Cement Dangote","Akwa Ibom","Abak",2,2011-12-01,9.65,34
"Cement Dangote","Akwa Ibom","Abak",2,2012-06-01,11.93,42
"Cement Dangote","Akwa Ibom","Abak",2,2012-12-01,10.85,50
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2010-06-01,3.68,10
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2010-12-01,5.77,18
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2011-06-01,6.13,26
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2011-12-01,8.49,34
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2012-06-01,7.85,42
"Drink Swan Water Bottle","Akwa Ibom","Abak",2,2012-12-01,5.61,50
"Maize White","Akwa Ibom","Abak",2,2010-06-01,8.79,10
"Maize White","Akwa Ibom","Abak",2,2010-12-01,13.87,18
"Maize White","Akwa Ibom","Abak",2,2011-06-01,14.9,26
"Maize White","Akwa Ibom","Abak",2,2011-12-01,16.21,34
"Maize White","Akwa Ibom","Abak",2,2012-06-01,15.46,42
"Maize White","Akwa Ibom","Abak",2,2012-12-01,15.36,50
"Maize Yellow","Akwa Ibom","Abak",2,2010-06-01,17.11,10
"Maize Yellow","Akwa Ibom","Abak",2,2010-12-01,13.38,18
"Maize Yellow","Akwa Ibom","Abak",2,2011-06-01,17.26,26
"Maize Yellow","Akwa Ibom","Abak",2,2011-12-01,17.74,34
"Maize Yellow","Akwa Ibom","Abak",2,2012-06-01,14.19,42
"Maize Yellow","Akwa Ibom","Abak",2,2012-12-01,12.9,50
"Rice Imported","Akwa Ibom","Abak",2,2010-06-01,22.02,10
"Rice Imported","Akwa Ibom","Abak",2,2010-12-01,30.7,18
"Rice Imported","Akwa Ibom","Abak",2,2011-06-01,27.49,26
"Rice Imported","Akwa Ibom","Abak",2,2011-12-01,10.89,34
"Rice Imported","Akwa Ibom","Abak",2,2012-06-01,19.71,42
"Rice Imported","Akwa Ibom","Abak",2,2012-12-01,19.09,50
"Rice Local","Akwa Ibom","Abak",2,2010-06-01,16.29,10
"Rice Local","Akwa Ibom","Abak",2,2010-12-01,24.9,18
"Rice Local","Akwa Ibom","Abak",2,2011-06-01,24.54,26
"Rice Local","Akwa Ibom","Abak",2,2011-12-01,12.17,34
"Rice Local","Akwa Ibom","Abak",2,2012-06-01,5.36,42
"Rice Local","Akwa Ibom","Abak",2,2012-12-01,4.72,50
"Sorghum","Akwa Ibom","Abak",2,2010-06-01,17.48,10
"Sorghum","Akwa Ibom","Abak",2,2010-12-01,15.46,18
"Sorghum","Akwa Ibom","Abak",2,2011-06-01,14.9,26
"Sorghum","Akwa Ibom","Abak",2,2011-12-01,27.22,34
"Sorghum","Akwa Ibom","Abak",2,2012-06-01,27.78,42
"Sorghum","Akwa Ibom","Abak",2,2012-12-01,13.09,50
"Cement Dangote","Ebonyi","Abakaliki",3,2009-12-01,4.82,3
"Cement Dangote","Ebonyi","Abakaliki",3,2010-06-01,2.42,11
"Cement Dangote","Ebonyi","Abakaliki",3,2010-12-01,3.55,19
"Cement Dangote","Ebonyi","Abakaliki",3,2011-06-01,45.52,27
"Cement Dangote","Ebonyi","Abakaliki",3,2011-12-01,45.65,35
"Cement Dangote","Ebonyi","Abakaliki",3,2012-06-01,5.76,43
"Cement Dangote","Ebonyi","Abakaliki",3,2012-12-01,10.24,51
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2009-12-01,3.04,3
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2010-06-01,8.24,11
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2010-12-01,11.56,19
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2011-06-01,17.44,27
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2011-12-01,16.34,35
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2012-06-01,9.15,43
"Drink Swan Water Bottle","Ebonyi","Abakaliki",3,2012-12-01,8.87,51
"Maize White","Ebonyi","Abakaliki",3,2009-12-01,2.03,3
"Maize White","Ebonyi","Abakaliki",3,2010-06-01,7.06,11
"Maize White","Ebonyi","Abakaliki",3,2010-12-01,32.06,19
"Maize White","Ebonyi","Abakaliki",3,2011-06-01,31.94,27
"Maize White","Ebonyi","Abakaliki",3,2011-12-01,10.2,35
"Maize White","Ebonyi","Abakaliki",3,2012-06-01,9.68,43
"Maize White","Ebonyi","Abakaliki",3,2012-12-01,7.1,51
"Maize Yellow","Ebonyi","Abakaliki",3,2009-12-01,3.69,3
"Maize Yellow","Ebonyi","Abakaliki",3,2010-06-01,4.41,11
"Maize Yellow","Ebonyi","Abakaliki",3,2010-12-01,72.11,19
"Maize Yellow","Ebonyi","Abakaliki",3,2011-06-01,76.3,27
"Maize Yellow","Ebonyi","Abakaliki",3,2011-12-01,26.98,35
"Maize Yellow","Ebonyi","Abakaliki",3,2012-06-01,11.48,43
"Maize Yellow","Ebonyi","Abakaliki",3,2012-12-01,8.47,51
"Rice Imported","Ebonyi","Abakaliki",3,2009-12-01,24.21,3
"Rice Imported","Ebonyi","Abakaliki",3,2010-12-01,30.34,19
"Rice Imported","Ebonyi","Abakaliki",3,2011-06-01,30.31,27
"Rice Imported","Ebonyi","Abakaliki",3,2011-12-01,11.63,35
"Rice Imported","Ebonyi","Abakaliki",3,2012-06-01,24.1,43
"Rice Imported","Ebonyi","Abakaliki",3,2012-12-01,20.36,51
"Rice Local","Ebonyi","Abakaliki",3,2009-12-01,10.19,3
"Rice Local","Ebonyi","Abakaliki",3,2010-06-01,17.37,11
"Rice Local","Ebonyi","Abakaliki",3,2010-12-01,33.53,19
"Rice Local","Ebonyi","Abakaliki",3,2011-06-01,31.51,27
"Rice Local","Ebonyi","Abakaliki",3,2011-12-01,11.32,35
"Rice Local","Ebonyi","Abakaliki",3,2012-06-01,21.71,43
"Rice Local","Ebonyi","Abakaliki",3,2012-12-01,18.73,51
"Sorghum","Ebonyi","Abakaliki",3,2009-12-01,9.37,3
"Sorghum","Ebonyi","Abakaliki",3,2010-06-01,10.67,11
"Sorghum","Ebonyi","Abakaliki",3,2010-12-01,29.05,19
"Sorghum","Ebonyi","Abakaliki",3,2011-06-01,29.57,27
"Sorghum","Ebonyi","Abakaliki",3,2011-12-01,47.86,35
"Sorghum","Ebonyi","Abakaliki",3,2012-06-01,71.47,43
"Sorghum","Ebonyi","Abakaliki",3,2012-12-01,47.5,51
"Cement Dangote","Ebonyi","Abakpa Market",3,2010-06-01,2.21,11
"Cement Dangote","Ebonyi","Abakpa Market",3,2010-12-01,3.43,19
"Drink Swan Water Bottle","Ebonyi","Abakpa Market",3,2010-06-01,9.47,11
"Drink Swan Water Bottle","Ebonyi","Abakpa Market",3,2010-12-01,12.19,19
"Maize White","Ebonyi","Abakpa Market",3,2010-06-01,8.79,11
"Maize White","Ebonyi","Abakpa Market",3,2010-12-01,32.05,19
"Maize Yellow","Ebonyi","Abakpa Market",3,2010-06-01,5.48,11
"Maize Yellow","Ebonyi","Abakpa Market",3,2010-12-01,72.11,19
"Rice Local","Ebonyi","Abakpa Market",3,2010-06-01,17.38,11
"Rice Local","Ebonyi","Abakpa Market",3,2010-12-01,33.52,19
"Sorghum","Ebonyi","Abakpa Market",3,2010-06-01,9.1,11
"Sorghum","Ebonyi","Abakpa Market",3,2010-12-01,28.83,19
"Cement Dangote","Benue","Abakwa",5,2010-06-01,2.11,13
"Cement Dangote","Benue","Abakwa",5,2010-12-01,1.74,21
"Cement Dangote","Benue","Abakwa",5,2011-06-01,5.18,29
"Cement Dangote","Benue","Abakwa",5,2011-12-01,8.36,37
"Cement Dangote","Benue","Abakwa",5,2012-06-01,7.95,45
"Cement Dangote","Benue","Abakwa",5,2012-12-01,6.24,53
"Drink Swan Water Bottle","Benue","Abakwa",5,2010-06-01,6.06,13
"Drink Swan Water Bottle","Benue","Abakwa",5,2010-12-01,7.52,21
"Drink Swan Water Bottle","Benue","Abakwa",5,2011-06-01,7.76,29
"Drink Swan Water Bottle","Benue","Abakwa",5,2011-12-01,9.44,37
"Drink Swan Water Bottle","Benue","Abakwa",5,2012-06-01,10.49,45
"Drink Swan Water Bottle","Benue","Abakwa",5,2012-12-01,7.28,53
"Maize White","Benue","Abakwa",5,2010-06-01,28.84,13
"Maize White","Benue","Abakwa",5,2010-12-01,30.99,21
"Maize White","Benue","Abakwa",5,2011-06-01,24.49,29
"Maize White","Benue","Abakwa",5,2011-12-01,12.26,37
"Maize White","Benue","Abakwa",5,2012-06-01,13.27,45
"Maize White","Benue","Abakwa",5,2012-12-01,15.51,53
"Maize Yellow","Benue","Abakwa",5,2010-06-01,30.63,13
"Maize Yellow","Benue","Abakwa",5,2010-12-01,31.91,21
"Maize Yellow","Benue","Abakwa",5,2011-06-01,26,29
"Maize Yellow","Benue","Abakwa",5,2011-12-01,12.54,37
"Maize Yellow","Benue","Abakwa",5,2012-06-01,13.52,45
"Maize Yellow","Benue","Abakwa",5,2012-12-01,14.54,53
"Rice Imported","Benue","Abakwa",5,2010-06-01,15.51,13
"Rice Imported","Benue","Abakwa",5,2010-12-01,10.72,21
"Rice Imported","Benue","Abakwa",5,2011-06-01,5.84,29
"Rice Imported","Benue","Abakwa",5,2011-12-01,10.39,37
"Rice Imported","Benue","Abakwa",5,2012-06-01,11.16,45
"Rice Imported","Benue","Abakwa",5,2012-12-01,19.65,53
"Rice Local","Benue","Abakwa",5,2010-06-01,10.05,13
"Rice Local","Benue","Abakwa",5,2010-12-01,8.9,21
"Rice Local","Benue","Abakwa",5,2011-06-01,11.83,29
"Rice Local","Benue","Abakwa",5,2011-12-01,15.03,37
"Rice Local","Benue","Abakwa",5,2012-06-01,14.83,45
"Rice Local","Benue","Abakwa",5,2012-12-01,12.48,53
"Sorghum","Benue","Abakwa",5,2010-06-01,26.06,13
"Sorghum","Benue","Abakwa",5,2010-12-01,25.04,21
"Sorghum","Benue","Abakwa",5,2011-06-01,20.51,29
"Sorghum","Benue","Abakwa",5,2011-12-01,15.78,37
"Sorghum","Benue","Abakwa",5,2012-06-01,12.73,45
"Sorghum","Benue","Abakwa",5,2012-12-01,13.63,53
"Cement Dangote","Abia","Abala",3,2010-06-01,4.04,11
"Cement Dangote","Abia","Abala",3,2010-12-01,4.24,19
"Cement Dangote","Oyo","Abasi",1,2010-06-01,1.3,9
"Cement Dangote","Oyo","Abasi",1,2010-12-01,1.13,17
"Cement Dangote","Cross River","Abasi Obori St",2,2010-06-01,2.93,10
"Cement Dangote","Cross River","Abasi Obori St",2,2010-12-01,4.07,18
"Cement Dangote","Cross River","Abasi Obori St",2,2011-06-01,7.23,26
"Cement Dangote","Cross River","Abasi Obori St",2,2011-12-01,10.12,34
"Cement Dangote","Cross River","Abasi Obori St",2,2012-06-01,10.61,42
"Cement Dangote","Cross River","Abasi Obori St",2,2012-12-01,10.01,50
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2010-06-01,91.04,10
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2010-12-01,54.44,18
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2011-06-01,15.12,26
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2011-12-01,9.33,34
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2012-06-01,7.51,42
"Drink Swan Water Bottle","Cross River","Abasi Obori St",2,2012-12-01,7.41,50
"Maize White","Cross River","Abasi Obori St",2,2010-06-01,37.21,10
"Maize White","Cross River","Abasi Obori St",2,2010-12-01,39.71,18
"Maize White","Cross River","Abasi Obori St",2,2011-06-01,39.25,26
"Maize White","Cross River","Abasi Obori St",2,2011-12-01,37.38,34
"Maize White","Cross River","Abasi Obori St",2,2012-06-01,24.84,42
"Maize White","Cross River","Abasi Obori St",2,2012-12-01,8.23,50
"Maize Yellow","Cross River","Abasi Obori St",2,2011-06-01,68.86,26
"Maize Yellow","Cross River","Abasi Obori St",2,2011-12-01,66.54,34
"Maize Yellow","Cross River","Abasi Obori St",2,2012-06-01,52.44,42
"Maize Yellow","Cross River","Abasi Obori St",2,2012-12-01,27.04,50
"Rice Imported","Cross River","Abasi Obori St",2,2010-06-01,29.18,10
"Rice Imported","Cross River","Abasi Obori St",2,2010-12-01,29.16,18
"Rice Imported","Cross River","Abasi Obori St",2,2011-06-01,34.92,26
"Rice Imported","Cross River","Abasi Obori St",2,2011-12-01,30.99,34
"Rice Imported","Cross River","Abasi Obori St",2,2012-06-01,18.5,42
"Rice Imported","Cross River","Abasi Obori St",2,2012-12-01,15.41,50
"Rice Local","Cross River","Abasi Obori St",2,2010-06-01,26.83,10
"Rice Local","Cross River","Abasi Obori St",2,2010-12-01,49.26,18
"Rice Local","Cross River","Abasi Obori St",2,2011-06-01,45.03,26
"Rice Local","Cross River","Abasi Obori St",2,2011-12-01,23.47,34
"Rice Local","Cross River","Abasi Obori St",2,2012-06-01,24.1,42
"Rice Local","Cross River","Abasi Obori St",2,2012-12-01,14.96,50
"Sorghum","Cross River","Abasi Obori St",2,2010-06-01,26.46,10
"Sorghum","Cross River","Abasi Obori St",2,2010-12-01,35.59,18
"Sorghum","Cross River","Abasi Obori St",2,2011-06-01,51.67,26
"Sorghum","Cross River","Abasi Obori St",2,2011-12-01,51.94,34
"Sorghum","Cross River","Abasi Obori St",2,2012-06-01,43.87,42
"Sorghum","Cross River","Abasi Obori St",2,2012-12-01,36.88,50
"Cement Dangote","Kogi","Abba Central mkt",5,2010-06-01,4.82,13
"Cement Dangote","Kogi","Abba Central mkt",5,2010-12-01,21.07,21
"Cement Dangote","Kogi","Abba Central mkt",5,2011-06-01,51.73,29
"Cement Dangote","Kogi","Abba Central mkt",5,2011-12-01,47.04,37
"Cement Dangote","Kogi","Abba Central mkt",5,2012-06-01,14.22,45
"Cement Dangote","Kogi","Abba Central mkt",5,2012-12-01,30.5,53
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2010-06-01,18.71,13
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2010-12-01,25.22,21
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2011-06-01,26.6,29
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2011-12-01,24.69,37
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2012-06-01,26.4,45
"Drink Swan Water Bottle","Kogi","Abba Central mkt",5,2012-12-01,18.2,53
"Maize White","Kogi","Abba Central mkt",5,2010-06-01,21.43,13
"Maize White","Kogi","Abba Central mkt",5,2010-12-01,22.48,21
"Maize White","Kogi","Abba Central mkt",5,2011-06-01,20.03,29
"Maize White","Kogi","Abba Central mkt",5,2011-12-01,12.24,37
"Maize White","Kogi","Abba Central mkt",5,2012-06-01,12.06,45
"Maize White","Kogi","Abba Central mkt",5,2012-12-01,33.3,53
"Maize Yellow","Kogi","Abba Central mkt",5,2010-06-01,20.67,13
"Maize Yellow","Kogi","Abba Central mkt",5,2010-12-01,28.48,21
"Maize Yellow","Kogi","Abba Central mkt",5,2011-06-01,25.64,29
"Maize Yellow","Kogi","Abba Central mkt",5,2011-12-01,12.06,37
"Maize Yellow","Kogi","Abba Central mkt",5,2012-06-01,15.5,45
"Maize Yellow","Kogi","Abba Central mkt",5,2012-12-01,37.07,53
"Rice Imported","Kogi","Abba Central mkt",5,2010-06-01,10.89,13
"Rice Imported","Kogi","Abba Central mkt",5,2010-12-01,15.2,21
"Rice Imported","Kogi","Abba Central mkt",5,2011-06-01,14.33,29
"Rice Imported","Kogi","Abba Central mkt",5,2011-12-01,13.3,37
"Rice Imported","Kogi","Abba Central mkt",5,2012-06-01,14.71,45
"Rice Imported","Kogi","Abba Central mkt",5,2012-12-01,17.51,53
"Rice Local","Kogi","Abba Central mkt",5,2010-06-01,12.27,13
"Rice Local","Kogi","Abba Central mkt",5,2010-12-01,36.66,21
"Rice Local","Kogi","Abba Central mkt",5,2011-06-01,34.3,29
"Rice Local","Kogi","Abba Central mkt",5,2011-12-01,9.45,37
"Rice Local","Kogi","Abba Central mkt",5,2012-06-01,11.52,45
"Rice Local","Kogi","Abba Central mkt",5,2012-12-01,14.03,53
"Sorghum","Kogi","Abba Central mkt",5,2010-06-01,70.67,13
"Sorghum","Kogi","Abba Central mkt",5,2010-12-01,50.04,21
"Sorghum","Kogi","Abba Central mkt",5,2011-06-01,22.13,29
"Sorghum","Kogi","Abba Central mkt",5,2011-12-01,17.04,37
"Sorghum","Kogi","Abba Central mkt",5,2012-06-01,14.65,45
"Sorghum","Kogi","Abba Central mkt",5,2012-12-01,45.67,53
"Rice Imported","Delta","Abbraka mkt",2,2010-06-01,12.15,10
